doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.1155/2024/9912987,2024,"Ongom PO, Fatokun C, Togola A, Garcia-Oliveira AL, Ng EH, Kilian A, Lonardi S, Close TJ, Boukar O.",A Mid-Density Single-Nucleotide Polymorphism Panel for Molecular Applications in Cowpea (<i>Vigna unguiculata</i> (L.) Walp).,,11,2,cowpea,"minor allele frequency, heterozygosity, LD decay",mid-density SNP panel characterization and population stratification,Molecular characterization of diversity in breeding populations; supports marker-based selection.,https://doi.org/10.1155/2024/9912987
10.3389/fpls.2023.1101271,2023,"Broccanello C, Bellin D, DalCorso G, Furini A, Taranto F.",Genetic approaches to exploit landraces for improvement of <i>Triticum turgidum</i> ssp. <i>durum</i> in the age of climate change.,,11,2,durum wheat,genetic diversity in landraces; signature of selection,"MAS, GWAS, QTL mapping for trait identification in landraces",Reviews molecular techniques for exploiting landrace diversity; diversity-constrained improvement strategy.,https://doi.org/10.3389/fpls.2023.1101271
10.1111/jac.12650,2023,Manju; Yadav Shashank Kumar; Wankhede Dhammaprakash Pandhari; Saroha Ankit; Jacob Sherry Rachel; Pandey Rakesh,"Screening of barley germplasm for drought tolerance based on root architecture, agronomic traits and identification of novel allelic variants of<i>HVA1</i>",Journal of Agronomy and Crop Science,10,2,barley,,genebank screening for stress tolerance alleles,214 genebank accessions screened for drought tolerance; promising donors identified; allelic variation of HVA1 noted for breeding.,https://doi.org/10.1111/jac.12650
10.3390/ijms252312776,2024,Fu Yinyin; Li Shuangyun; Ma Bingyao; Liu Cuilan; Qi Yukun; Pang Caihong,Genetic Diversity Analysis and Core Collection Construction of Ancient Sophora japonica L. Using SSR Markers,International Journal of Molecular Sciences,10,2,forest tree,"Shannon index (I), observed/expected heterozygosity (Ho/He), polymorphism information content (PIC), Fst, AMOVA",core collection construction,Diversity metrics and core collection built; no explicit gain–diversity selection method.,https://doi.org/10.3390/ijms252312776
10.3390/d14060497,2022,Jahnke Gizella; Smidla József; Poczai Peter,MolMarker: A Simple Tool for DNA Fingerprinting Studies and Polymorphic Information Content Calculation,Diversity,10,2,none,polymorphic information content (PIC),marker selection and parental selection tool,Tool for selecting diverse parents and removing linkage drag; conceptual but not applied to specific crop pool.,https://doi.org/10.3390/d14060497
10.1534/g3.118.200994,2019,Technow Frank,Use of F2 Bulks in Training Sets for Genomic Prediction of Combining Ability and Hybrid Performance,G3 Genes|Genomes|Genetics,10,2,multi-crop,,genomic prediction with F1:2 training sets,Simulation of genomic selection feasibility in hybrid crops; addresses training-set design for prediction without diversity metrics.,https://doi.org/10.1534/g3.118.200994
10.3390/ijms23073696,2022,"Sodedji FAK, Ryu D, Choi J, Agbahoungba S, Assogbadjo AE, N'Guetta SA, Jung JH, Nho CW, Kim HY.",Genetic Diversity and Association Analysis for Carotenoid Content among Sprouts of Cowpea (<i>Vigna unguiculata</i> L. Walp).,,10,2,cowpea,"SNP allele frequency, carotenoid trait variation, cluster grouping","association analysis, QTL detection","Genetic diversity and trait association in 125 accessions; documents variation, no selection strategy.",https://doi.org/10.3390/ijms23073696
10.1186/s12864-020-07240-3,2020,"Hawliczek A, Bolibok L, Tofil K, Borzęcka E, Jankowicz-Cieślak J, Gawroński P, Kral A, Till BJ, Bolibok-Brągoszewska H.",Deep sampling and pooled amplicon sequencing reveals hidden genic variation in heterogeneous rye accessions.,,10,2,rye,"allelic diversity in candidate genes, haplotype variation",genebank pool characterization for allele discovery,Discovers hidden variation in heterogeneous accessions to improve breeding resource utility and selection.,https://doi.org/10.1186/s12864-020-07240-3
10.1093/molbev/msad177,2023,"Gonçalves-Dias J, Singh A, Graf C, Stetter MG.",Genetic Incompatibilities and Evolutionary Rescue by Wild Relatives Shaped Grain Amaranth Domestication.,,10,2,amaranth (grain),"gene flow quantification, genetic load",introgression from wild relatives,Documents gene flow reducing genetic load; introgression as adaptive rescue but lacks formal diversity metrics.,https://doi.org/10.1093/molbev/msad177
10.3390/agronomy12123078,2022,Hu Guangming; Jiang Quan; Wang Zhi; Li Zuozhou; Liao Wenyue; Shen Dandan,Genetic Diversity Analysis and Core Collection Construction of the Actinidia chinensis Complex (Kiwifruit) Based on SSR Markers,Agronomy,9,2,kiwifruit,"allele count, expected/observed heterozygosity, polymorphism information content",core collection construction,Genetic diversity characterized and core subset selected; no joint gain–diversity optimization.,https://doi.org/10.3390/agronomy12123078
10.3389/fpls.2024.1351466,2024,Lin Yan-Cheng; Mayer Manfred; Valle Torres Daniel; Pook Torsten; Hölker Armin C.; Presterl Thomas,Genomic prediction within and across maize landrace derived populations using haplotypes,Frontiers in Plant Science,9,2,maize,,genomic prediction with haplotypes vs. SNPs across landrace-derived populations,Comparison of haplotype-based genomic prediction in maize landrace populations; addresses prediction accuracy in diverse germplasm.,https://doi.org/10.3389/fpls.2024.1351466
10.1038/s41598-024-58816-y,2024,Mebratu Addisalem; Wegary Dagne; Teklewold Adefris; Tarekegne Amsal,Testcross performance and combining ability of early-medium maturing quality protein maize inbred lines in Eastern and Southern Africa,Scientific Reports,9,2,maize,"general and specific combining ability (GCA, SCA)",line-by-tester combining ability analysis,QPM hybrid combining ability in Eastern/Southern Africa; heterotic potential but no diversity quantification.,https://doi.org/10.1038/s41598-024-58816-y
10.1371/journal.pone.0238334,2021,"Diaw Y, Tollon-Cordet C, Charcosset A, Nicolas SD, Madur D, Ronfort J, David J, Gouesnard B.",Genetic diversity of maize landraces from the South-West of France.,,9,2,maize,"50K SNP array, genetic differentiation, heterozygosity",,Genetic diversity structure of 194 maize landraces characterized; diversity documentation without selection optimization.,https://doi.org/10.1371/journal.pone.0238334
10.1371/journal.pone.0193346,2018,"Reyes-Valdés MH, Burgueño J, Singh S, Martínez O, Sansaloni CP.",An informational view of accession rarity and allele specificity in germplasm banks for management and conservation.,,9,2,none,allele specificity; accession rarity; divergence (Kullback-Leibler); mutual information,core collection framework; genebank management,Information-theoretic framework for accession rarity and allele preservation in germplasm banks; diversity structure guidance.,https://doi.org/10.1371/journal.pone.0193346
10.1002/tpg2.20550,2025,"Sleper J, Tapia R, Lee S, Whitaker V.","Within-family genomic selection in strawberry: Optimization of marker density, trial design, and training set composition.",,9,2,strawberry,,within-family genomic selection with marker-density and training-set optimization,Within-family GS across 20 biparental families; optimizes marker density and training composition for seedling selection.,https://doi.org/10.1002/tpg2.20550
10.1016/j.xplc.2025.101260,2025,"Campbell Q, Bedford JA, Yu Y, Halpin-McCormick A, Castaneda-Alvarez N, Runck B, Neyhart J, Ewing P, Ortiz-Barrientos D, Gao L, Wang D, Chapman MA, Rieseberg LH, Kantar MB.",Agricultural landscape genomics to increase crop resilience.,,9,2,multi-crop,"landscape genomics, environmental-genomic association",core collection selection framework,Framework to identify populations/individuals with unique useful variation for climate adaptation from genebanks.,https://doi.org/10.1016/j.xplc.2025.101260
10.3390/plants13141899,2024,"Kongsil P, Ceballos H, Siriwan W, Vuttipongchaikij S, Kittipadakul P, Phumichai C, Wannarat W, Kositratana W, Vichukit V, Sarobol E, Rojanaridpiched C.","Cassava Breeding and Cultivation Challenges in Thailand: Past, Present, and Future Perspectives.",,9,2,cassava,,introgression of genetic diversity from international germplasm into local landraces,Incorporation of germplasm diversity in Thai breeding; introgression method but no diversity metric.,https://doi.org/10.3390/plants13141899
10.1007/s00122-023-04413-y,2023,"Melchinger AE, Fernando R, Stricker C, Schön CC, Auinger HJ.",Genomic prediction in hybrid breeding: I. Optimizing the training set design.,,9,2,maize,"expected prediction accuracy, GCA and SCA effects","optimizing training set design (parent number and crosses per parent) for genomic prediction of hybrids H0, H1, H2",Theory and simulation on training set composition for hybrid prediction across generations; indirect diversity implication.,https://doi.org/10.1007/s00122-023-04413-y
10.1111/pbr.12795,2019,Sommer Leonhard; Spiller Monika; Stiewe Gunther; Pillen Klaus; Reif Jochen C.; Schulthess Albert W.,Proof of concept to unmask the breeding value of genetic resources of barley (<i>Hordeum vulgare</i>) with a hybrid strategy,Plant Breeding,8,2,barley,SNP-based genetic relationships (5562 SNPs),hybrid strategy for resource evaluation; targeted introgression; genomic prediction,Uses hybrid strategy and SNP data to identify introgression targets; germplasm characterisation and introgression intent but no diversity metric or simulation.,https://doi.org/10.1111/pbr.12795
10.2135/cropsci2018.08.0517,2019,Campbell B. T.; Hugie K.; Hinze L.; Wu J.; Jones D. C.,Assessing the Breeding Potential of Thirteen Day‐Neutral Landrace Accessions in an Upland Cotton Breeding Program,Crop Science,8,2,cotton,,introgression of landrace alleles into elite germplasm,Day-neutral landrace accessions crossed with elite; new allelic combinations improve fiber quality.,https://doi.org/10.2135/cropsci2018.08.0517
10.1002/tpg2.70138,2025,Tomura Shunichiro; Wilkinson Melanie J.; Powell Owen; Cooper Mark,Ensemble AnalySis with Interpretable Genomic Prediction (EasiGP): Computational tool for interpreting ensembles of genomic prediction models,The Plant Genome,8,2,maize,"prediction accuracy, marker effect contributions by model",ensemble genomic prediction with genome-level interpretation,EasiGP tool interprets ensembles of genomic prediction models; prediction diversity improves accuracy but no selection constraint.,https://doi.org/10.1002/tpg2.70138
10.1186/s12870-023-04337-1,2023,"Hawliczek A, Borzęcka E, Tofil K, Alachiotis N, Bolibok L, Gawroński P, Siekmann D, Hackauf B, Dušinský R, Švec M, Bolibok-Brągoszewska H.",Selective sweeps identification in distinct groups of cultivated rye (Secale cereale L.) germplasm provides potential candidate genes for crop improvement.,,8,2,rye,"genetic diversity (SNP markers, DArTseq), population structure","selective sweep identification, diversity broadening guidance",Maps population structure and selection targets in cultivated rye for targeted diversity introgression.,https://doi.org/10.1186/s12870-023-04337-1
10.1093/genetics/iyae159,2024,"Feldmann MJ, Pincot DDA, Seymour DK, Famula RA, Jiménez NP, López CM, Cole GS, Knapp SJ.",A Dominance Hypothesis Argument for Historical Genetic Gains and the Fixation of Heterosis in Octoploid Strawberry.,,8,2,strawberry,"inbreeding coefficient, between-parent allele frequency differences, dominant allele distribution",long-term selection analysis,Traces heterosis fixation and inbreeding during long-term yield selection; documents diversity loss.,https://doi.org/10.1093/genetics/iyae159
10.2135/cropsci2017.09.0531,2018,"Makumbi D, Assanga S, Diallo A, Magorokosho C, Asea G, Worku M, Bänziger M.",Genetic Analysis of Tropical Midaltitude- Adapted Maize Populations under Stress and Nonstress Conditions.,,8,2,maize,genetic distance (Rogers distance equivalent); heterosis; dominance variance,diallel crosses; heterosis analysis,Diversity quantified among stress-tolerant populations; relationship between diversity and heterosis examined.,https://doi.org/10.2135/cropsci2017.09.0531
10.3389/fpls.2023.1276764,2023,"Margaryan K, Töpfer R, Gasparyan B, Arakelyan A, Trapp O, Röckel F, Maul E.",Wild grapes of Armenia: unexplored source of genetic diversity and disease resistance.,,8,2,grape (wild),"allele frequency, expected heterozygosity, genetic groups",,Population genetic diversity and structure characterized; potential resistance identified for breeding.,https://doi.org/10.3389/fpls.2023.1276764
10.3390/plants11212911,2022,"Palombo NE, Carrizo García C.",Geographical Patterns of Genetic Variation in Locoto Chile (&lt;i&gt;Capsicum pubescens&lt;/i&gt;) in the Americas Inferred by Genome-Wide Data Analysis.,,8,2,pepper (Capsicum pubescens),"genetic diversity, population structure, geographic differentiation",,Genome-wide diversity and structure characterized across cultivation range for species understanding.,https://doi.org/10.3390/plants11212911
10.1270/jsbbs.23006,2023,"Nagata K, Nonoue Y, Matsubara K, Mizobuchi R, Ono N, Shibaya T, Ebana K, Ogiso-Tanaka E, Tanabata T, Sugimoto K, Taguchi-Shiobara F, Yonemaru JI, Uga Y, Fukuda A, Ueda T, Yamamoto SI, Yamanouchi U, Ta",Development of 12 sets of chromosome segment substitution lines that enhance allele mining in Asian cultivated rice.,,8,2,rice,QTL allelic distribution across genetic resources,chromosome segment substitution lines (CSSLs),CSSLs with japonica background enable systematic validation of beneficial alleles from diverse Asian germplasm.,https://doi.org/10.1270/jsbbs.23006
