doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.1093/jhered/esaa051,2020,Hamilton M,Optimal Contribution Selection in Highly Fecund Species With Overlapping Generations,Journal of Heredity,6,2,between-family relationship matrix; genomic coancestry,OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Adapts OCS to highly fecund species; addresses computational efficiency but focuses on methodology rather than diversity metric evaluation.,https://doi.org/10.1093/jhered/esaa051
10.3390/ani11113208,2021,Oldenbroek J,The Use of Genomic Information for the Conservation of Animal Genetic Diversity,Animals,6,2,"genetic distance, inbreeding, homozygosity, rare alleles/haplotypes",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Genomic tools for diversity conservation; describes metrics and rare-allele detection but lacks optimisation or computational cost framework.,https://doi.org/10.3390/ani11113208
10.5433/1679-0359.2020v41n6supl2p3397,2020, ; Zambrano M; Flórez J;  ; Rios A;  ,Evaluation of runs of homozygosity and genomic inbreeding in Holstein cattle from Colombia,Semina: Ciências Agrárias,6,2,"F_ROH, F_SNP, F_GRM",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,"Compares three genomic inbreeding metrics and estimates Ne in Holstein; relevant for metric choice but study is population characterisation, no optimisation or cost context.",https://doi.org/10.5433/1679-0359.2020v41n6supl2p3397
10.3390/plants12010013,2022,Negawo A; Akinmade H; Muktar M; Habte E; Assefa Y; Muchugi A,"Genetic Diversity, Population Structure and Subset Development in a Sesbania sesban Collection",Plants,6,2,"AMOVA, SNP/SilicoDArT markers, hierarchical clustering",Core collection / subset selection; Optimisation algorithms / cost,Develops Sesbania subset via genome-wide markers and diversity analysis; focuses on representation and clustering rather than constrained combinatorial optimization.,https://doi.org/10.3390/plants12010013
10.1186/s12870-024-05968-8,2024,"Mazumder AK, Budhlakoti N, Kumar M, Pradhan AK, Kumar S, Babu P, Yadav R, Gaikwad KB.",Exploring the genetic diversity and population structure of an ancient hexaploid wheat species Triticum sphaerococcum using SNP markers.,,6,2,"expected heterozygosity, nucleotide diversity, FST, allele frequencies, AMOVA",Heterozygosity / gene diversity; Optimisation algorithms / cost,Genetic diversity and structure in Triticum sphaerococcum; quantifies diversity across subpopulations but no selection optimization or loss-of-diversity metric.,https://doi.org/10.1186/s12870-024-05968-8
10.3390/agriculture12091463,2022,Zheng X; Zhang T; Wang T; Niu Q; Wu J; Wang Z,Long-Term Impact of Genomic Selection on Genetic Gain Using Different SNP Density,Agriculture,5,2,"Genomic selection, SNP density, kinship coefficients, inbreeding",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Optimisation algorithms / cost,Simulation of genomic selection impact on genetic gain and inbreeding; touches diversity but no optimisation algorithm or rare-allele focus.,https://doi.org/10.3390/agriculture12091463
10.1371/journal.pgen.1012035,2026,Negm S; Veller C,The effect of long-range linkage disequilibrium on allele-frequency dynamics under stabilizing selection,PLOS Genetics,5,2,"linkage disequilibrium, allele frequency, heterozygosity, rare-allele erosion",Allelic richness / rare alleles; Heterozygosity / gene diversity; Optimisation algorithms / cost,Addresses allele-frequency dynamics and heterozygosity loss under stabilizing selection; theoretical but not applied to diversity metrics or optimization algorithms.,https://doi.org/10.1371/journal.pgen.1012035
10.3390/genes12101463,2021,"Miller-Butterworth CM, Vacco K, Russell AL, Gaspard JC.",Genetic Diversity and Relatedness among Captive African Painted Dogs in North America.,,5,2,microsatellite heterozygosity; effective population size; relatedness matrix,Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Effective size,Captive breeding program design using genomic relatedness and Ne; directly relevant to diversity-constrained selection but no optimisation algorithm described.,https://doi.org/10.3390/genes12101463
10.1038/s41586-025-09676-7,2026,"Avni R, Kamal N, Bitz L, Jellen EN, Bekele WA, Angessa TT, Auvinen P, Bitz O, Boyle B, Canales FJ, Carlson CH, Chapman B, Chawla HS, Chen Y, Copetti D, Correia de Lemos S, Dang V, Eichten SR, Klos KE,",A pangenome and pantranscriptome of hexaploid oat.,,5,2,"gene-expression diversity, structural variation (inversions, rearrangements), homeolog divergence",Other,Pangenome survey; chromosomal rearrangements and subgenome divergence affect breeding but no selection framework or diversity loss quantification.,https://doi.org/10.1038/s41586-025-09676-7
10.1038/s41598-024-67558-w,2024,"Kusza S, Badaoui B, Wanjala G.",Insights into the genomic homogeneity of Moroccan indigenous sheep breeds though the lens of runs of homozygosity.,,4,2,"ROH, FST",Coancestry / relationship matrix choice; Optimisation algorithms / cost,ROH as diversity metric; genetic homogeneity assessment but no selection optimization framework.,https://doi.org/10.1038/s41598-024-67558-w
10.1093/g3journal/jkae199,2024,"Shrote RZ, Thompson AM.",PyBrOpS: a Python package for breeding program simulation and optimization for multi-objective breeding.,,4,2,,OCS / contribution optimisation; Optimisation algorithms / cost,Multi-objective breeding optimization framework; mentions diversity but no specific genetic diversity metrics or matrix choice discussed.,https://doi.org/10.1093/g3journal/jkae199
10.1016/j.cell.2025.03.040,2025,"Garcia-Erill G, Liu S, Le MD, Hurley MM, Nguyen HD, Nguyen DQ, Nguyen DH, Santander CG, Sánchez Barreiro F, Gomes Martins NF, Hanghøj K, Salleh FM, Ramos-Madrigal J, Wang X, Sinding MS, Morales HE, St",Genomes of critically endangered saola are shaped by population structure and purging.,,4,2,"F_ST, genetic differentiation, genetic load, purging",OCS / contribution optimisation; Optimisation algorithms / cost,Small population structure and purging; relevant to diversity loss but no selection algorithm or computational cost frame.,https://doi.org/10.1016/j.cell.2025.03.040
10.3389/fpls.2025.1605202,2025,"Cuevas J, Crossa J, Montesinos-López A, Martini JWR, Gerard GS, Ortegón J, Dreisigacker S, Govindan V, Pérez-Rodríguez P, Saint Pierre C, Herrera LAC, Montesinos-López OA, Vitale P.",Enhancing wheat genomic prediction by a hybrid kernel approach.,,4,2,genomic similarity matrix (G); pedigree-based relationship matrix (A),Coancestry / relationship matrix choice; Optimisation algorithms / cost,Hybrid kernel combining genomic and pedigree matrices for prediction; computational efficiency relevant to inner-loop optimisation.,https://doi.org/10.3389/fpls.2025.1605202
10.1016/j.isci.2024.111097,2024,"Paris JR, Ficetola GF, Ferrer Obiol J, Silva-Rocha I, Carretero MA, Salvi D.",Does hybridization with an invasive species threaten Europe's most endangered reptile? Genomic assessment of Aeolian lizards on Vulcano island.,,4,2,"Ne/Nc ratio, effective population size",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Critically endangered lizard; low genetic diversity and Ne assessment noted as management-relevant; hybridization risk quantified.,https://doi.org/10.1016/j.isci.2024.111097
10.3390/d14010054,2022,Escalante-Pliego P; Matías-Ferrer N; Rosas-Escobar P; Lara-Martínez G; Sepúlveda-González K; Raigoza-Figueras R,Genetic Diversity and Population Structure of Mesoamerican Scarlet Macaws in an Ex Situ Breeding Population in Mexico,Diversity,3,2,"microsatellite heterozygosity, allelic diversity, polymorphism",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Captive breeding management maintaining diversity; no computational cost, optimization algorithm, or coancestry framework.",https://doi.org/10.3390/d14010054
10.3389/fgene.2024.1436990,2024,"Wilson CS, Petersen JL, Brito LF, Freking BA, Nilson SM, Taylor JB, Murphy TW, Lewis RM.",Assessment of genetic diversity and population structure of U.S. Polypay sheep from breed origins to future genomic selection.,,3,2,"pedigree-based and genomic diversity metrics, allelic richness, heterozygosity, population structure",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Comprehensive breed diversity documentation using genomic markers; background on metrics but no optimisation or selection context.,https://doi.org/10.3389/fgene.2024.1436990
10.1111/eva.70074,2025,"Halford G, Maes D, Yung CJ, Whiteford S, Bourn NAD, Bulman CR, Goffart P, Hodgson JA, Saccheri IJ.",Genomic Monitoring of a Reintroduced Butterfly Uncovers Contrasting Founder Lineage Survival.,,3,2,"heterozygosity, kinship, effective population size",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,Reintroduction genetic monitoring post-founding; quantifies diversity retention but not optimisation or selection strategy.,https://doi.org/10.1111/eva.70074
10.3389/fgene.2025.1613820,2025,"Mulim HA, Campos GS, Cardoso FF, Rojas de Oliveira H.",Exploring inbreeding depression in Brazilian Angus cattle population using pedigree and genomic data.,,3,2,"FPED, FGRM, FHOM1, FHOM2, FUNI, FROH",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Compares six inbreeding metrics for livestock breeding; directly relevant to metric choice but no optimisation algorithm or computational cost discussion.,https://doi.org/10.3389/fgene.2025.1613820
10.1002/ece3.71124,2025,"Ohana T, Arantes LS, Tikochinski G, Cohen R, Rybak O, Gaspar A, Sparmann S, Mbedi S, Levy Y, Mazzoni CJ, Tikochinski Y.",Green Turtle Conservation in the Genomic Era-Monitoring an Endangered Mediterranean Population and Its Breeding Habits.,,3,2,"kinship, mitochondrial haplotyping, RAD sequencing",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Kinship-based breeding management to maximize genetic contribution in small population; no algorithmic optimization framework.,https://doi.org/10.1002/ece3.71124
10.1186/s12711-025-00994-y,2025,"Lee H, Craddock RF, Gorjanc G, Becher H.",randPedPCA: rapid approximation of principal components from large pedigrees.,,3,2,"additive relationship matrix A, sparse matrix computation",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Fast PCA of pedigrees via sparse relationship matrices; computationally efficient infrastructure for large breeding programmes.,https://doi.org/10.1186/s12711-025-00994-y
10.1038/s41437-020-0316-x,2020,"Saccheri IJ, Whiteford I, Yung CJ, Van't Hof AE.",Recessive Z-linked lethals and the retention of haplotype diversity in a captive butterfly population.,,3,2,"Haplotype diversity, heterozygosity, effective population size, allele frequency",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Effective size,Sex-chromosome lethals and haplotype-diversity retention in small captive population; addresses diversity maintenance but not selection cost.,https://doi.org/10.1038/s41437-020-0316-x
10.1111/pbi.70011,2025,"Zhang Z, Wang X, Zhang Y, Zhou K, Yu G, Yang W, Li F, Guan X, Zhang X, Yang Z, Xu C, Xu Y.",SPDC-HG: An accelerator of genomic hybrid breeding in maize.,,3,2,"GCA estimates, SNP-based prediction",Optimisation algorithms / cost,"Sparse partial diallel design, GCA-based hybrid ranking, and selection gains; no explicit diversity-loss metric or computational cost of diversity constraints.",https://doi.org/10.1111/pbi.70011
10.1111/eva.70029,2024,Mergeay J.,Population Size in Evolutionary Biology Is More Than the Effective Size.,,3,2,"effective population size (Ne), census size (Nc), diversity metrics",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Distinguishes Ne (diversity) from Nc (richness) for evolutionary dynamics; argues both needed for adaptive potential and long-term conservation genetic prediction.,https://doi.org/10.1111/eva.70029
